Statement,Header,Field Name,Field Value
Statement,Data,Title,Transaction History
Statement,Data,Period,"March 21, 2019 - December 31, 2021"
Statement,Data,WhenGenerated,"2026-03-21, 20:57:20 EDT"
Summary,Header,Field Name,Field Value
Summary,Data,Base Currency,USD
Summary,Data,Starting Cash,121459.230410043
Summary,Data,Change,185076.18997499303
Summary,Data,Ending Cash,306535.42038503604
Transaction History,Header,Date,Account,Description,Transaction Type,Symbol,Quantity,Price,Price Currency,Gross Amount ,Commission,Net Amount,Sub Type,Transaction Fees,Multiplier
Transaction History,Data,2021-07-16,U***638,AUY 20AUG21 5.0 P,Sell,AUY   210820P00005000,-1.0,0.84,USD,84.0,-1.0602284,82.9397716,-,-,100.0
Transaction History,Data,2021-07-16,U***638,AUY 20AUG21 4.5 C,Sell,AUY   210820C00004500,-1.0,0.13,USD,13.0,-1.0598663,11.9401337,-,-,100.0
Transaction History,Data,2021-07-16,U***638,Buy 100 YAMANA GOLD INC (Assignment),Assignment,AUY,100.0,5.0,USD,-500.0,-,-500.0,-,-,1.0
Transaction History,Data,2021-07-14,U***638,AUY(CA98462Y1007) Cash Dividend USD 0.02625 per Share (Ordinary Dividend),Dividend,AUY,-,-,-,47.25,-,47.25,-,-,1.0
Transaction History,Data,2021-07-14,U***638,AUY(CA98462Y1007) Cash Dividend USD 0.02625 per Share - CA Tax,Foreign Tax Withholding,AUY,-,-,-,-7.09,-,-7.09,-,-,1.0
Transaction History,Data,2021-07-14,U***132,AUY(CA98462Y1007) Cash Dividend USD 0.02625 per Share (Ordinary Dividend),Dividend,AUY,-,-,-,28.88,-,28.88,-,-,1.0
Transaction History,Data,2021-07-13,U***638,MSFT 17SEP21 190.0 P,Buy,MSFT  210917P00190000,1.0,0.34,USD,-34.0,-1.0578,-35.0578,-,-,100.0
Transaction History,Data,2021-07-13,U***638,Sell -200 ORACLE CORP (Assignment),Assignment,ORCL,-200.0,65.0,USD,13000.0,-0.0901,12999.9099,-,-,1.0
Transaction History,Data,2021-07-13,U***638,Sell -100 ORACLE CORP (Assignment),Assignment,ORCL,-100.0,62.5,USD,6250.0,-0.043775,6249.956225,-,-,1.0
Transaction History,Data,2021-07-13,U***2030,Sell -100 ORACLE CORP (Assignment),Assignment,ORCL,-100.0,62.5,USD,6250.0,-0.043775,6249.956225,-,-,1.0
Transaction History,Data,2021-07-07,U***2030,XOM 20AUG21 62.5 C,Sell,XOM   210820C00062500,-1.0,1.94,USD,194.0,-0.7107894,193.2892106,-,-,100.0
Transaction History,Data,2021-07-07,U***2030,XOM 16JUL21 62.5 C,Buy,XOM   210716C00062500,1.0,0.72,USD,-72.0,-0.7078,-72.7078,-,-,100.0
Transaction History,Data,2021-07-07,U***638,XOM 17SEP21 60.0 C,Buy,XOM   210917C00060000,1.0,3.25,USD,-325.0,-1.0578,-326.0578,-,-,100.0
Transaction History,Data,2021-07-06,U***638,XOM 16JUL21 60.0 C,Buy,XOM   210716C00060000,1.0,1.88,USD,-188.0,-0.6378,-188.6378,-,-,100.0
Transaction History,Data,2021-07-06,U***638,XOM 17SEP21 55.0 C,Buy,XOM   210917C00055000,1.0,7.05,USD,-705.0,-0.6378,-705.6378,-,-,100.0
Transaction History,Data,2021-07-06,U***638,EXXON MOBIL CORP,Buy,XOM,60.0,61.31,USD,-3678.6,-1.0,-3679.6,-,-,1.0
Transaction History,Data,2021-07-06,U***638,EXXON MOBIL CORP,Buy,XOM,40.0,61.31,USD,-2452.4,-,-2452.4,-,-,1.0
Transaction History,Data,2021-07-06,U***638,XOM 21JAN22 70.0 C,Buy,XOM   220121C00070000,1.0,1.79,USD,-179.0,-1.0578,-180.0578,-,-,100.0
Transaction History,Data,2021-07-06,U***638,XOM 15OCT21 67.5 C,Buy,XOM   211015C00067500,1.0,1.36,USD,-136.0,-1.0578,-137.0578,-,-,100.0
Transaction History,Data,2021-07-06,U***638,SLV 16JUL21 24.5 C,Buy,SLV   210716C00024500,1.0,0.3,USD,-30.0,-1.4278,-31.4278,-,-,100.0
Transaction History,Data,2021-07-06,U***638,SLV 20AUG21 24.5 C,Sell,SLV   210820C00024500,-1.0,0.77,USD,77.0,-1.4301927,75.5698073,-,-,100.0
Transaction History,Data,2021-07-06,U***638,XOM 17SEP21 62.5 P,Sell,XOM   210917P00062500,-1.0,4.15,USD,415.0,-1.0619165,413.9380835,-,-,100.0
Transaction History,Data,2021-07-06,U***638,SLV 16JUL21 25.0 C,Buy,SLV   210716C00025000,1.0,0.15,USD,-15.0,-1.4278,-16.4278,-,-,100.0
Transaction History,Data,2021-07-06,U***638,SLV 16JUL21 25.5 C,Buy,SLV   210716C00025500,2.0,0.08,USD,-16.0,-1.8556,-17.8556,-,-,100.0
Transaction History,Data,2021-07-06,U***638,SLV 31DEC21 24.5 C,Sell,SLV   211231C00024500,-1.0,1.82,USD,182.0,-1.4307282,180.5692718,-,-,100.0
Transaction History,Data,2021-07-06,U***638,SLV 31DEC21 24.5 C,Sell,SLV   211231C00024500,-1.0,1.82,USD,182.0,-0.7307282,181.2692718,-,-,100.0
Transaction History,Data,2021-07-06,U***638,SLV 30SEP21 22.5 C,Buy,SLV   210930C00022500,1.0,2.25,USD,-225.0,-1.4278,-226.4278,-,-,100.0
Transaction History,Data,2021-07-06,U***638,SLV 30SEP21 22.5 C,Buy,SLV   210930C00022500,1.0,2.25,USD,-225.0,-0.7278,-225.7278,-,-,100.0
Transaction History,Data,2021-07-06,U***2030,XOM 17SEP21 62.5 C,Sell,XOM   210917C00062500,-1.0,2.26,USD,226.0,-0.7109526,225.2890474,-,-,100.0
Transaction History,Data,2021-07-06,U***2030,XOM 16JUL21 60.0 C,Buy,XOM   210716C00060000,1.0,1.83,USD,-183.0,-0.7078,-183.7078,-,-,100.0
Transaction History,Data,2021-07-06,U***2030,XOM 16JUL21 55.0 C,Buy,XOM   210716C00055000,1.0,6.33,USD,-633.0,-0.7078,-633.7078,-,-,100.0
Transaction History,Data,2021-07-06,U***2030,XOM 20AUG21 62.5 C,Sell,XOM   210820C00062500,-1.0,1.79,USD,179.0,-0.7107129,178.2892871,-,-,100.0
Transaction History,Data,2021-07-06,U***2030,DBX 20AUG21 30.0 C,Sell,DBX   210820C00030000,-1.0,2.06,USD,206.0,-0.7108506,205.2891494,-,-,100.0
Transaction History,Data,2021-07-06,U***2030,DBX 16JUL21 30.0 C,Buy,DBX   210716C00030000,1.0,1.02,USD,-102.0,-0.7078,-102.7078,-,-,100.0
Transaction History,Data,2021-07-06,U***2030,XOM 19NOV21 65.0 C,Sell,XOM   211119C00065000,-1.0,2.41,USD,241.0,-0.7110291,240.2889709,-,-,100.0
Transaction History,Data,2021-07-06,U***2030,XOM 20AUG21 62.5 C,Sell,XOM   210820C00062500,-1.0,1.79,USD,179.0,-0.7107129,178.2892871,-,-,100.0
Transaction History,Data,2021-07-06,U***2030,XOM 16JUL21 60.0 C,Buy,XOM   210716C00060000,1.0,1.88,USD,-188.0,-0.7078,-188.7078,-,-,100.0
Transaction History,Data,2021-07-06,U***2030,XOM 16JUL21 60.0 C,Buy,XOM   210716C00060000,1.0,1.88,USD,-188.0,-0.7078,-188.7078,-,-,100.0
Transaction History,Data,2021-07-06,U***132,XOM 19NOV21 60.0 C,Sell,XOM   211119C00060000,-1.0,4.47,USD,447.0,-0.7120797,446.2879203,-,-,100.0
Transaction History,Data,2021-07-06,U***132,XOM 16JUL21 55.0 C,Buy,XOM   210716C00055000,1.0,6.45,USD,-645.0,-0.7078,-645.7078,-,-,100.0
Transaction History,Data,2021-07-06,U***2030,XOM 16JUL21 60.0 C,Buy,XOM   210716C00060000,1.0,1.87,USD,-187.0,-0.7578,-187.7578,-,-,100.0
Transaction History,Data,2021-07-06,U***638,SLV 31DEC21 24.0 C,Sell,SLV   211231C00024000,-1.0,2.0,USD,200.0,-1.43082,198.56918,-,-,100.0
Transaction History,Data,2021-07-06,U***638,SLV 30SEP21 22.0 C,Buy,SLV   210930C00022000,1.0,2.58,USD,-258.0,-1.4278,-259.4278,-,-,100.0
Transaction History,Data,2021-07-06,U***2030,XOM 15OCT21 62.5 C,Sell,XOM   211015C00062500,-1.0,2.76,USD,276.0,-0.7112076,275.2887924,-,-,100.0
Transaction History,Data,2021-07-06,U***2030,XOM 16JUL21 55.0 C,Buy,XOM   210716C00055000,1.0,6.37,USD,-637.0,-0.7078,-637.7078,-,-,100.0
Transaction History,Data,2021-07-06,U***132,DBX 16JUL21 25.0 C,Buy,DBX   210716C00025000,1.0,5.6,USD,-560.0,-0.7078,-560.7078,-,-,100.0
Transaction History,Data,2021-07-06,U***132,DBX 21JAN22 30.0 C,Sell,DBX   220121C00030000,-1.0,3.65,USD,365.0,-0.7116615,364.2883385,-,-,100.0
Transaction History,Data,2021-07-05,U***638,K*****70:OPRA NP L1 for Jun 2021,Other Fee,-,-,-,-,1.5,-,1.5,-,-,1.0
Transaction History,Data,2021-07-05,U***638,K*****70:OPRA NP L1 for Jul 2021,Other Fee,-,-,-,-,-1.5,-,-1.5,-,-,1.0
Transaction History,Data,2021-07-02,U***2030,Sell -100 EXXON MOBIL CORP (Assignment),Assignment,XOM,-100.0,60.5,USD,6050.0,-0.042755,6049.957245,-,-,1.0
Transaction History,Data,2021-06-30,U***132,Buy 100 ISHARES SILVER TRUST (Exercise),Exercise,SLV,100.0,21.0,USD,-2100.0,-,-2100.0,-,-,1.0
Transaction History,Data,2021-06-29,U***638,Disbursement Initiated by Kenneth I Macpherson,Withdrawal,-,-,-,-,-6100.0,-,-6100.0,-,-,1.0
Transaction History,Data,2021-06-23,U***638,Sell -100 VODAFONE GROUP PLC-SP ADR (Assignment),Assignment,VOD,-100.0,17.0,USD,1700.0,-0.02057,1699.97943,-,-,1.0
Transaction History,Data,2021-06-18,U***132,F 18JUN21 10.0 C,Buy,F     210618C00010000,1.0,4.62,USD,-462.0,-0.7078,-462.7078,-,-,100.0
Transaction History,Data,2021-06-18,U***132,F 18MAR22 12.0 C,Sell,F     220318C00012000,-1.0,3.64,USD,364.0,-0.7116564,363.2883436,-,-,100.0
Transaction History,Data,2021-06-18,U***132,F 18JUN21 11.0 C,Buy,F     210618C00011000,1.0,3.6,USD,-360.0,-0.6678,-360.6678,-,-,100.0
Transaction History,Data,2021-06-18,U***132,F 18JUN21 11.0 C,Buy,F     210618C00011000,1.0,3.6,USD,-360.0,-0.0078,-360.0078,-,-,100.0
Transaction History,Data,2021-06-18,U***132,F 21JAN22 11.0 C,Sell,F     220121C00011000,-1.0,4.17,USD,417.0,-0.6719267,416.3280733,-,-,100.0
Transaction History,Data,2021-06-18,U***132,F 21JAN22 11.0 C,Sell,F     220121C00011000,-1.0,4.17,USD,417.0,-0.0119267,416.9880733,-,-,100.0
Transaction History,Data,2021-06-18,U***132,F 18MAR22 10.0 C,Sell,F     220318C00010000,-1.0,5.1,USD,510.0,-0.672401,509.327599,-,-,100.0
Transaction History,Data,2021-06-18,U***132,F 18MAR22 10.0 C,Sell,F     220318C00010000,-1.0,5.1,USD,510.0,-0.012401,509.987599,-,-,100.0
Transaction History,Data,2021-06-18,U***132,F 18JUN21 8.0 C,Buy,F     210618C00008000,1.0,6.6,USD,-660.0,-0.7078,-660.7078,-,-,100.0
Transaction History,Data,2021-06-18,U***132,F 18JUN21 8.0 C,Buy,F     210618C00008000,1.0,6.59,USD,-659.0,0.0322,-658.9678,-,-,100.0
Transaction History,Data,2021-06-18,U***132,F 18JUN21 12.0 C,Buy,F     210618C00012000,1.0,2.57,USD,-257.0,-0.7078,-257.7078,-,-,100.0
Transaction History,Data,2021-06-18,U***132,F 17DEC21 13.0 C,Sell,F     211217C00013000,-1.0,2.64,USD,264.0,-0.7111464,263.2888536,-,-,100.0
Transaction History,Data,2021-06-18,U***2030,XOM 20AUG21 65.0 P,Sell,XOM   210820P00065000,-1.0,6.08,USD,608.0,-0.7129008,607.2870992,-,-,100.0
Transaction History,Data,2021-06-18,U***2030,XOM 18JUN21 65.0 P,Buy,XOM   210618P00065000,1.0,3.96,USD,-396.0,-0.7078,-396.7078,-,-,100.0
Transaction History,Data,2021-06-18,U***2030,F 18JUN21 9.0 C,Buy,F     210618C00009000,1.0,5.6,USD,-560.0,-0.7078,-560.7078,-,-,100.0
Transaction History,Data,2021-06-18,U***2030,F 21JAN22 14.0 C,Sell,F     220121C00014000,-1.0,2.27,USD,227.0,-0.7109577,226.2890423,-,-,100.0
Transaction History,Data,2021-06-18,U***132,ORCL 17JUN22 75.0 C,Sell,ORCL  220617C00075000,-1.0,8.22,USD,822.0,-0.7139922,821.2860078,-,-,100.0
Transaction History,Data,2021-06-18,U***132,ORCL 18JUN21 70.0 C,Buy,ORCL  210618C00070000,1.0,6.36,USD,-636.0,-0.7078,-636.7078,-,-,100.0
Transaction History,Data,2021-06-18,U***2030,F 18JUN21 10.0 C,Buy,F     210618C00010000,1.0,4.6,USD,-460.0,-0.7078,-460.7078,-,-,100.0
Transaction History,Data,2021-06-18,U***2030,F 21JAN22 10.0 C,Sell,F     220121C00010000,-1.0,4.98,USD,498.0,-0.7123398,497.2876602,-,-,100.0
Transaction History,Data,2021-06-18,U***2030,F 18JUN21 11.0 C,Buy,F     210618C00011000,1.0,3.6,USD,-360.0,-0.7078,-360.7078,-,-,100.0
Transaction History,Data,2021-06-18,U***2030,F 17SEP21 11.0 C,Sell,F     210917C00011000,-1.0,3.8,USD,380.0,-0.711738,379.288262,-,-,100.0
Transaction History,Data,2021-06-18,U***132,ORCL 18JUN21 67.5 C,Buy,ORCL  210618C00067500,1.0,8.86,USD,-886.0,-0.7578,-886.7578,-,-,100.0
Transaction History,Data,2021-06-18,U***132,ORCL 17SEP21 67.5 C,Sell,ORCL  210917C00067500,-1.0,9.65,USD,965.0,-0.7647215,964.2352785,-,-,100.0
Transaction History,Data,2021-06-18,U***132,AMD 16JUL21 65.0 C,Buy,AMD   210716C00065000,1.0,19.94,USD,-1994.0,-0.7078,-1994.7078,-,-,100.0
Transaction History,Data,2021-06-18,U***132,AMD 21JAN22 65.0 C,Sell,AMD   220121C00065000,-1.0,22.51,USD,2251.0,-0.7212801,2250.2787199,-,-,100.0
Transaction History,Data,2021-06-18,U***638,AMD 17SEP21 80.0 C,Sell,AMD   210917C00080000,-1.0,8.93,USD,893.0,-0.7143543,892.2856457,-,-,100.0
Transaction History,Data,2021-06-18,U***638,AMD 16JUL21 77.5 C,Buy,AMD   210716C00077500,1.0,8.1,USD,-810.0,-0.7078,-810.7078,-,-,100.0
Transaction History,Data,2021-06-18,U***638,AMD 16JUL21 77.5 C,Buy,AMD   210716C00077500,1.0,8.04,USD,-804.0,-0.7078,-804.7078,-,-,100.0
Transaction History,Data,2021-06-18,U***638,AMD 21JAN22 85.0 C,Sell,AMD   220121C00085000,-1.0,10.1,USD,1010.0,-0.714951,1009.285049,-,-,100.0
Transaction History,Data,2021-06-18,U***132,F 18MAR22 15.0 C,Sell,F     220318C00015000,-1.0,2.08,USD,208.0,-0.7108608,207.2891392,-,-,100.0
Transaction History,Data,2021-06-18,U***132,F 18JUN21 8.0 C,Buy,F     210618C00008000,1.0,6.59,USD,-659.0,-0.7078,-659.7078,-,-,100.0
Transaction History,Data,2021-06-18,U***2030,F 18JUN21 12.0 C,Buy,F     210618C00012000,1.0,2.43,USD,-243.0,-0.7078,-243.7078,-,-,100.0
Transaction History,Data,2021-06-18,U***2030,F 17DEC21 15.0 C,Sell,F     211217C00015000,-1.0,1.74,USD,174.0,-0.7106874,173.2893126,-,-,100.0
Transaction History,Data,2021-06-18,U***2030,F 20JAN23 15.0 C,Sell,F     230120C00015000,-1.0,3.25,USD,325.0,-1.5314575,323.4685425,-,-,100.0
Transaction History,Data,2021-06-18,U***2030,F 18JUN21 10.0 C,Buy,F     210618C00010000,1.0,4.49,USD,-449.0,-0.7078,-449.7078,-,-,100.0
Transaction History,Data,2021-06-18,U***2030,F 15OCT21 15.0 C,Sell,F     211015C00015000,-1.0,1.23,USD,123.0,-0.7104273,122.2895727,-,-,100.0
Transaction History,Data,2021-06-18,U***2030,F 15OCT21 14.0 C,Sell,F     211015C00014000,-1.0,1.63,USD,163.0,-0.7106313,162.2893687,-,-,100.0
Transaction History,Data,2021-06-18,U***2030,F 18JUN21 8.0 C,Buy,F     210618C00008000,1.0,6.65,USD,-665.0,-1.5278,-666.5278,-,-,100.0
Transaction History,Data,2021-06-18,U***2030,F 18JUN21 8.0 C,Buy,F     210618C00008000,1.0,6.63,USD,-663.0,-0.7078,-663.7078,-,-,100.0
Transaction History,Data,2021-06-17,U***132,SLV 30JUN21 21.0 C,Buy,SLV   210630C00021000,1.0,3.34,USD,-334.0,-0.7078,-334.7078,-,-,100.0
Transaction History,Data,2021-06-17,U***132,SLV 20AUG21 21.0 C,Sell,SLV   210820C00021000,-1.0,3.51,USD,351.0,-0.7115901,350.2884099,-,-,100.0
Transaction History,Data,2021-06-10,U***638,XOM(US30231G1022) Cash Dividend USD 0.87 per Share (Ordinary Dividend),Dividend,XOM,-,-,-,1131.0,-,1131.0,-,-,1.0
Transaction History,Data,2021-06-10,U***2030,XOM(US30231G1022) Cash Dividend USD 0.87 per Share (Ordinary Dividend),Dividend,XOM,-,-,-,2610.0,-,2610.0,-,-,1.0
Transaction History,Data,2021-06-10,U***132,XOM(US30231G1022) Cash Dividend USD 0.87 per Share (Ordinary Dividend),Dividend,XOM,-,-,-,348.0,-,348.0,-,-,1.0
Transaction History,Data,2021-06-09,U***638,PHG (US5004723038) Cash Dividend USD 1.034025 (Ordinary Dividend),Dividend,PHG,-,-,-,860.31,-,860.31,-,-,1.0
Transaction History,Data,2021-06-09,U***638,PHG (US5004723038) Cash Dividend USD 1.034025 - NL Tax,Foreign Tax Withholding,PHG,-,-,-,-129.05,-,-129.05,-,-,1.0
Transaction History,Data,2021-06-08,U***2030,XOM 18JUN21 60.0 C,Buy,XOM   210618C00060000,1.0,1.43,USD,-143.0,-0.7078,-143.7078,-,-,100.0
Transaction History,Data,2021-06-08,U***2030,XOM 02JUL21 60.5 C,Sell,XOM   210702C00060500,-1.0,1.77,USD,177.0,-0.7107027,176.2892973,-,-,100.0
Transaction History,Data,2021-06-03,U***132,SLV 30JUN21 23.5 C,Buy,SLV   210630C00023500,1.0,2.11,USD,-211.0,-1.4278,-212.4278,-,-,100.0
Transaction History,Data,2021-06-03,U***132,SLV 30JUN21 21.0 C,Buy,SLV   210630C00021000,1.0,4.45,USD,-445.0,-0.7078,-445.7078,-,-,100.0
Transaction History,Data,2021-06-03,U***132,SLV 31DEC21 21.5 C,Sell,SLV   211231C00021500,-1.0,4.71,USD,471.0,-0.7122021,470.2877979,-,-,100.0
Transaction History,Data,2021-06-03,U***132,SLV 31DEC21 25.0 C,Sell,SLV   211231C00025000,-1.0,2.7,USD,270.0,-1.431177,268.568823,-,-,100.0
Transaction History,Data,2021-06-03,U***638,K*****70:OPRA NP L1 for May 2021,Other Fee,-,-,-,-,1.5,-,1.5,-,-,1.0
Transaction History,Data,2021-06-03,U***638,K*****70:US Consolidated Snapshot for May 2021,Other Fee,-,-,-,-,-0.24,-,-0.24,-,-,1.0
Transaction History,Data,2021-06-03,U***638,K*****70:US Consolidated Snapshot for May 2021,Other Fee,-,-,-,-,0.24,-,0.24,-,-,1.0
Transaction History,Data,2021-06-03,U***638,K*****70:OPRA NP L1 for Jun 2021,Other Fee,-,-,-,-,-1.5,-,-1.5,-,-,1.0
Transaction History,Data,2021-06-02,U***2030,F 18MAR22 15.0 C,Sell,F     220318C00015000,-1.0,2.25,USD,225.0,-0.7109475,224.2890525,-,-,100.0
Transaction History,Data,2021-06-02,U***2030,F 18JUN21 9.0 C,Buy,F     210618C00009000,1.0,5.74,USD,-574.0,-0.7078,-574.7078,-,-,100.0
Transaction History,Data,2021-06-02,U***2030,F 21JAN22 13.0 C,Sell,F     220121C00013000,-1.0,3.0,USD,300.0,-0.71133,299.28867,-,-,100.0
Transaction History,Data,2021-06-02,U***2030,F 18JUN21 10.0 C,Buy,F     210618C00010000,1.0,4.79,USD,-479.0,-0.7078,-479.7078,-,-,100.0
Transaction History,Data,2021-06-02,U***2030,F 18JUN21 8.0 C,Buy,F     210618C00008000,1.0,6.84,USD,-684.0,-0.7078,-684.7078,-,-,100.0
Transaction History,Data,2021-06-02,U***2030,F 21JAN22 15.0 C,Sell,F     220121C00015000,-1.0,1.99,USD,199.0,-0.7108149,198.2891851,-,-,100.0
Transaction History,Data,2021-06-02,U***2030,F 18JUN21 9.0 C,Buy,F     210618C00009000,1.0,5.8,USD,-580.0,-0.7078,-580.7078,-,-,100.0
Transaction History,Data,2021-06-02,U***132,AMD 18JUN21 77.5 C,Buy,AMD   210618C00077500,1.0,4.55,USD,-455.0,-0.7078,-455.7078,-,-,100.0
Transaction History,Data,2021-06-02,U***2030,F 18MAR22 15.0 C,Sell,F     220318C00015000,-1.0,2.33,USD,233.0,-0.7109883,232.2890117,-,-,100.0
Transaction History,Data,2021-06-02,U***132,AMD 17SEP21 82.5 C,Sell,AMD   210917C00082500,-1.0,5.83,USD,583.0,-0.7127733,582.2872267,-,-,100.0
Transaction History,Data,2021-05-28,U***638,RXT 20AUG21 25.0 C,Buy,RXT   210820C00025000,1.0,0.46,USD,-46.0,-0.2828,-46.2828,-,-,100.0
Transaction History,Data,2021-05-27,U***2030,Sell -200 FORD MOTOR CO (Assignment),Assignment,F,-200.0,7.0,USD,1400.0,-0.03094,1399.96906,-,-,1.0
Transaction History,Data,2021-05-26,U***638,ORCL 20JAN23 80.0 C,Sell,ORCL  230120C00080000,-1.0,9.04,USD,904.0,-0.7894104,903.2105896,-,-,100.0
Transaction History,Data,2021-05-26,U***638,ORCL 17DEC21 82.5 C,Sell,ORCL  211217C00082500,-1.0,4.05,USD,405.0,-1.0868655,403.9131345,-,-,100.0
Transaction History,Data,2021-05-26,U***2030,ORCL 17DEC21 80.0 C,Sell,ORCL  211217C00080000,-1.0,5.05,USD,505.0,-1.0873755,503.9126245,-,-,100.0
Transaction History,Data,2021-05-26,U***638,ORCL 20JAN23 77.5 C,Sell,ORCL  230120C00077500,-1.0,10.05,USD,1005.0,-1.0899255,1003.9100745,-,-,100.0
Transaction History,Data,2021-05-26,U***638,SLV 30JUN21 21.0 C,Buy,SLV   210630C00021000,2.0,4.95,USD,-990.0,-2.4456,-992.4456,-,-,100.0
Transaction History,Data,2021-05-26,U***638,SLV 30JUN21 22.0 C,Buy,SLV   210630C00022000,2.0,4.0,USD,-800.0,-2.4456,-802.4456,-,-,100.0
Transaction History,Data,2021-05-26,U***638,SLV 30JUN21 24.5 C,Buy,SLV   210630C00024500,1.0,1.83,USD,-183.0,-1.5728,-184.5728,-,-,100.0
Transaction History,Data,2021-05-26,U***638,F 17SEP21 10.0 C,Sell,F     210917C00010000,-1.0,3.36,USD,336.0,-1.0865136,334.9134864,-,-,100.0
Transaction History,Data,2021-05-25,U***638,F 21JAN22 11.0 C,Sell,F     220121C00011000,-1.0,2.77,USD,277.0,-0.6709217,276.3290783,-,-,100.0
Transaction History,Data,2021-05-25,U***638,F 18JUN21 12.0 C,Buy,F     210618C00012000,1.0,1.08,USD,-108.0,-0.7828,-108.7828,-,-,100.0
Transaction History,Data,2021-05-25,U***638,F 21JAN22 13.0 C,Sell,F     220121C00013000,-1.0,1.69,USD,169.0,-1.5785349,167.4214651,-,-,100.0
Transaction History,Data,2021-05-25,U***638,AMD 21JAN22 67.5 C,Sell,AMD   220121C00067500,-1.0,15.25,USD,1525.0,-0.8185025,1524.1814975,-,-,100.0
Transaction History,Data,2021-05-25,U***638,AMD 18JUN21 77.5 C,Buy,AMD   210618C00077500,1.0,2.72,USD,-272.0,-0.7328,-272.7328,-,-,100.0
Transaction History,Data,2021-05-25,U***638,AMD 16JUL21 77.5 C,Sell,AMD   210716C00077500,-1.0,4.0,USD,400.0,-0.74364,399.25636,-,-,100.0
Transaction History,Data,2021-05-25,U***638,SLV 30JUN21 20.0 C,Buy,SLV   210630C00020000,1.0,6.0,USD,-600.0,-1.0828,-601.0828,-,-,100.0
Transaction History,Data,2021-05-25,U***638,SLV 21JAN22 23.0 C,Sell,SLV   220121C00023000,-1.0,4.37,USD,437.0,-1.0944577,435.9055423,-,-,100.0
Transaction History,Data,2021-05-25,U***638,F 18JUN21 10.0 C,Buy,F     210618C00010000,1.0,2.91,USD,-291.0,-0.6628,-291.6628,-,-,100.0
Transaction History,Data,2021-05-25,U***638,AMD 18JUN21 50.0 C,Buy,AMD   210618C00050000,1.0,27.9,USD,-2790.0,-0.7828,-2790.7828,-,-,100.0
Transaction History,Data,2021-05-25,U***2030,ORCL 18JUN21 65.0 C,Buy,ORCL  210618C00065000,1.0,13.9,USD,-1390.0,-1.0828,-1391.0828,-,-,100.0
Transaction History,Data,2021-05-25,U***638,ORCL 18JUN21 65.0 C,Buy,ORCL  210618C00065000,1.0,13.9,USD,-1390.0,-0.7828,-1390.7828,-,-,100.0
Transaction History,Data,2021-05-25,U***638,ORCL 18JUN21 70.0 C,Buy,ORCL  210618C00070000,1.0,9.0,USD,-900.0,-1.0828,-901.0828,-,-,100.0
Transaction History,Data,2021-05-25,U***132,ORCL 18JUN21 62.5 C,Buy,ORCL  210618C00062500,1.0,16.35,USD,-1635.0,-0.7828,-1635.7828,-,-,100.0
Transaction History,Data,2021-05-25,U***132,ORCL 17DEC21 77.5 C,Sell,ORCL  211217C00077500,-1.0,6.1,USD,610.0,-0.798281,609.201719,-,-,100.0
Transaction History,Data,2021-05-25,U***638,ORCL 18JUN21 62.5 C,Buy,ORCL  210618C00062500,1.0,16.25,USD,-1625.0,-1.0828,-1626.0828,-,-,100.0
Transaction History,Data,2021-05-25,U***638,PHG 15OCT21 60.0 C,Sell,PHG   211015C00060000,-1.0,2.0,USD,200.0,-0.33922,199.66078,-,-,100.0
Transaction History,Data,2021-05-25,U***638,KONINKLIJKE PHILIPS NVR- NY,Buy,PHG,68.0,57.28,USD,-3895.04,-1.0,-3896.04,-,-,1.0
Transaction History,Data,2021-05-25,U***638,LORDSTOWN MOTORS CORP-CL A,Buy,RIDE,100.0,8.95,USD,-895.0,-1.0,-896.0,-,-,1.0
Transaction History,Data,2021-05-25,U***132,LORDSTOWN MOTORS CORP-CL A,Buy,RIDE,100.0,8.95,USD,-895.0,-1.0,-896.0,-,-,1.0
Transaction History,Data,2021-05-25,U***2030,LORDSTOWN MOTORS CORP-CL A,Buy,RIDE,100.0,8.95,USD,-895.0,-1.0,-896.0,-,-,1.0
Transaction History,Data,2021-05-25,U***638,F 17SEP21 14.0 C,Sell,F     210917C00014000,-1.0,0.84,USD,84.0,-1.5766564,82.4233436,-,-,100.0
Transaction History,Data,2021-05-25,U***638,F 18JUN21 13.0 C,Buy,F     210618C00013000,1.0,0.52,USD,-52.0,-1.5728,-53.5728,-,-,100.0
Transaction History,Data,2021-05-25,U***638,AMD 16JUL21 77.5 C,Sell,AMD   210716C00077500,-1.0,4.55,USD,455.0,-1.0948555,453.9051445,-,-,100.0
Transaction History,Data,2021-05-25,U***638,F 18JUN21 9.0 C,Buy,F     210618C00009000,1.0,4.06,USD,-406.0,-1.0828,-407.0828,-,-,100.0
Transaction History,Data,2021-05-25,U***638,F 15OCT21 12.0 C,Sell,F     211015C00012000,-1.0,1.95,USD,195.0,-0.7891095,194.2108905,-,-,100.0
Transaction History,Data,2021-05-25,U***638,F 18JUN21 9.0 C,Buy,F     210618C00009000,1.0,4.05,USD,-405.0,-0.6628,-405.6628,-,-,100.0
Transaction History,Data,2021-05-25,U***2030,XOM 15OCT21 52.5 C,Buy,XOM   211015C00052500,1.0,7.75,USD,-775.0,-1.0828,-776.0828,-,-,100.0
